id,en,zh,lzh,ja,ru
1.前往城外军事驻地，讨伐土匪,1.Go to the military camp outside the city to defeat the bandits.,1.前往城外军事驻地，讨伐土匪,1. 前往城外軍事駐地，討伐土匪。,1.城外の軍事駐屯地へ行き、山賊を討伐する。,"1.Отправиться в военный лагерь за городом, чтобы уничтожить бандитов. "
1.前往城外及军事驻地，选择拜见大儒郑玄,1. Go outside the city and to the military camp to choose to visit the great scholar Zheng Xuan.,1.前往城外及军事驻地，选择拜见大儒郑玄,1.前往城外及軍事駐地，選擇拜見大儒鄭玄。,1.城外および軍事駐屯地へ行き、大儒の鄭玄に会うことを選ぶ。,"1.Отправиться за город и в военный лагерь, чтобы выбрать визит к великому учёному Чжэн Сюаню. "
为学日益，为道日损,"For learning, one gains more each day; for the Way, one loses more each day.",为学日益，为道日损,為學日益，為道日損。,学問は日々増し、道を求めるには日々減らす。,"Учение приносит ежедневное прибавление, а путь — ежедневное уменьшение. "
吾曰三省吾身 为人谋而不忠乎 与朋友交而不信乎 传不习乎,I reflect on myself three times a day: Have I been disloyal when working for others? Have I been dishonest in my friendships? Have I failed to practice what I have learned?,吾曰三省吾身 为人谋而不忠乎 与朋友交而不信乎 传不习乎,吾曰三省吾身：為人謀而不忠乎？與朋友交而不信乎？傳不習乎？,私は一日に三度自分を省みる：人のために働いて忠誠を欠いていないか？友達との交わりで誠実さを欠いていないか？教えられたことを復習していないか？,"Я трижды в день размышляю о себе: был ли я неверен, работая на других? Был ли я нечестен в дружбе? Пренебрегал ли я повторением изученного? "
天行健，君子以自强不息,"As heaven keeps moving forward, the noble person makes unceasing efforts to improve. ",天行健，君子以自强不息,天行健，君子以自強不息。,天は運行を続ける、君子は自ら強くし、止むことなく努力する。,"Небо движется вперёд, и благородный человек неустанно стремится к совершенствованию. "
以德服人者，中心悦而诚服也。,Those who win people over with virtue make others sincerely happy and genuinely convinced.,以德服人者，中心悦而诚服也。,以德服人者，中心悅而誠服也。,徳をもって人を服する者は、心から喜び、誠実に服する。,"Тот, кто покоряет других добродетелью, вызывает у них искреннюю радость и убеждённую преданность. "
‌水至清则无鱼，人至察则无徒,"If water is too clear, no fish can live in it; if a person is too critical, they will have no followers. ",‌水至清则无鱼，人至察则无徒,水至清則無魚，人至察則無徒。,水があまりにも澄んでいると魚はいなくなる、人があまりにも厳しいと仲間がいなくなる。,"Если вода слишком чиста, рыба не может в ней жить; если человек слишком проницателен, у него не будет последователей. "
知己知彼，百战不殆.,"Know yourself and know your enemy, and you will never be defeated in a hundred battles. ",知己知彼，百战不殆.,知己知彼，百戰不殆。,己を知り、彼を知れば、百戦して危うからず。,"Знай себя и врага, и сто сражений не приведут к поражению. "
大丈夫当马革裹尸还。,"A true man should return wrapped in a horse's hide, ready to die on the battlefield with honor.",大丈夫当马革裹尸还。,大丈夫當馬革裹屍還。,大丈夫たる者は、戦場で馬の革に包まれて帰るべきだ。,"Настоящий мужчина должен вернуться завернутым в лошадиную шкуру, готовым умереть с честью на поле боя. "
勿以善小而不为，勿以恶小而为之。,"Do not ignore a small good deed just because it seems minor, and do not commit a small evil deed just because it seems insignificant.",勿以善小而不为，勿以恶小而为之。,勿以善小而不為，勿以惡小而為之。,小さな善行だからといって行わないことなく、小さな悪行だからといって行うことがあってはならない。,"Не пренебрегай малым добром только потому, что оно незначительно, и не совершай малого зла только потому, что оно кажется мелочью. "
了解并开始游戏,"Understood, start the game",了解并开始游戏,了解並開始遊戲,理解して、ゲームを始めます,"Понял, начать игру "
当前还需要处理的政务：,Current affairs to be handled:,当前还需要处理的政务：,當前還需要處理的政務：,現在処理する必要がある政務：,"Текущие дела, которые нужно решить: "
宴会完美举办成功！,The banquet was successfully and perfectly held!,宴会完美举办成功！,宴會完美舉辦成功！,宴会は完璧に成功しました！,Пир был успешно и идеально проведён!
"
在您举办的饭局中，各大派系忠诚度都提高了","
In the banquet you hosted, the loyalty of all major factions increased.","
在您举办的饭局中，各大派系忠诚度都提高了","
在您舉辦的飯局中，各大派系忠誠度都提高了。 ","
あなたが主催した食事会で、すべての派閥の忠誠心が上がりました。 ","
На ужине, который вы организовали, лояльность всех крупных фракций повысилась. "
糜竺,Mi Zhu,糜竺,糜竺,糜竺,Ми Чжу
陈登,Chen Deng,陈登,陳登,陳登,Чэнь Дэн
demo结束，感谢试玩,"Demo is over, thank you for playing! ",demo结束，感谢试玩,Demo結束，感謝您的試玩！,デモ版終了、ご試遊いただきありがとうございます！,"Демо-версия завершена, спасибо за игру! "
鼓励百姓们去开垦没有种植的土地（民心增加）,Encourage the people to cultivate uncultivated land (increase in popularity),鼓励百姓们去开垦没有种植的土地（民心增加）,鼓勵百姓們去開墾沒有種植的土地（民心增加）,人々に未開墾の土地を耕すことを奨励する（民衆の支持が増加）,Поощрять людей к освоению необработанных земель (Увеличение народной поддержки)
增加市集时间，鼓励民间贸易（每日获得金币+30）,Increase the market hours to encourage folk trade (receive 30 gold coins per day),增加市集时间，鼓励民间贸易（每日获得金币+30）,增加市集時間，鼓勵民間貿易（每日獲得金幣+30）,市場の時間を延長し、民間貿易を促進する（毎日ゴールド+30獲得）,"Увеличение времени работы рынка, стимулирование гражданской торговли (Получение +30 золота ежедневно) "
增强训练，必须保证士兵有足够的纪律性（每日获得士兵+10）,Enhanced training must ensure that soldiers have sufficient discipline (granting soldiers +10 per day).,增强训练，必须保证士兵有足够的纪律性（每日获得士兵+10）,加強訓練，確保士兵有足夠的紀律性（每日獲得士兵+10）,強化訓練、兵士に十分な規律性を保つこと（毎日兵士+10獲得）,"Усиленная тренировка, обеспечивающая достаточную дисциплину солдат (Получение +10 солдат ежедневно) "
旁白,Narration ,旁白,旁白,ナレーション ,Нарратив 
"当前无政策可以实施，
请改日再来看吧！","No strategies can be enacted at present.
Pray, return another day! ","当前无政策可以实施，
请改日再来看吧！","當前無策可施，
請他日再訪！ ","現時点で実施可能な策はござらん。
後日またお越しくだされ！ ","На данный момент нет стратегий для реализации. 
Прошу, возвращайтесь в другой день! "
完成今日政务所有事项,Complete all of today’s governance tasks,完成今日政务所有事项,完成今日政務所有事項,今日の政務すべての事項を完了してください,Завершайте все сегодняшние задачи управления
(支持:反对:摇摆),(Support: Oppose: Neutral),(支持:反对:摇摆),(支持：反對：搖擺),(賛成：反対：中立),(Поддержка: Против: Нейтрально)
_current_bill,Current pending law: \n【%s】,当前待立法律\n【%s】,當前待立法律\n【%s】,現在の制定待ち法律：\n【%s】,Текущий закон на рассмотрении: \n【%s】
%s指定《%s》，7天内通过，还剩%d天！,"%s has designated 《%s》 to be passed within 7 days, with %d days remaining! ",%s指定《%s》，7天内通过，还剩%d天！,%s指定《%s》，需於7天內通過，尚餘%d天！,%sが《%s》を指定しました、7日以内に通過させる必要があり、残り%d日です！,"%s назначил 《%s》, нужно принять в течение 7 дней, осталось %d дней! "
任务已完成，休息进入下一天推进剧情,Task completed. Rest to proceed to the next day and advance the story,任务已完成，休息进入下一天推进剧情,任務已完成，休息後進入下一天推進劇情,任務が完了しました。休息して次の日に進み、ストーリーを進めます,"Задание выполнено. Отдохните, чтобы перейти к следующему дню и продвинуть сюжет "
任务已完成，请返回自宅触发下一阶段剧情,Task completed. Please return to your residence to trigger the next stage of the story,任务已完成，请返回自宅触发下一阶段剧情,任務已完成，請返回自宅觸發下一階段劇情,任務が完了しました。自宅に戻って次の段階のストーリーを開始してください,"Задание выполнено. Пожалуйста, вернитесь в свою резиденцию, чтобы запустить следующий этап сюжета "
任务已完成，请前往府邸触发下一阶段剧情,Task completed. Please go to the Mansion to trigger the next stage of the story,任务已完成，请前往府邸触发下一阶段剧情,任務已完成，請前往府邸觸發下一階段劇情,任務が完了しました。府邸に行って次の段階のストーリーを開始してください,"Задание выполнено. Пожалуйста, отправляйтесь в Особняк, чтобы запустить следующий этап сюжета "
任务已完成，请前往议事厅触发下一阶段剧情,Task completed. Please go to the Council Hall to trigger the next stage of the story,任务已完成，请前往议事厅触发下一阶段剧情,任務已完成，請前往議事廳觸發下一階段劇情,任務が完了しました。議事庁に行って次の段階のストーリーを開始してください,"Задание выполнено. Пожалуйста, отправляйтесь в Зал Совета, чтобы запустить следующий этап сюжета "
任务已完成，请前往演武场触发下一阶段剧情,Task completed. Please go to the Training Ground to trigger the next stage of the story,任务已完成，请前往演武场触发下一阶段剧情,任務已完成，請前往演武場觸發下一階段劇情,任務が完了しました。演武場に行って次の段階のストーリーを開始してください,"Задание выполнено. Пожалуйста, отправляйтесь на Тренировочную Площадку, чтобы запустить следующий этап сюжета "
任务已完成，请前往城外和大儒辩经触发下一阶段剧情,Task completed. Please go outside the city to debate with the Great Scholar and trigger the next stage of the story,任务已完成，请前往城外和大儒辩经触发下一阶段剧情,任務已完成，請前往城外與大儒辯經，觸發下一階段劇情,任務が完了しました。城外に行き、大儒と経を論じて次の段階のストーリーを開始してください,"Задание выполнено. Пожалуйста, отправляйтесь за город, чтобы обсудить учение с Великим Учёным и запустить следующий этап сюжета "
当前【%s】法案已被立项，请先在议会厅通过该法案，才能立项其他法律。,The 【%s】 bill has been proposed. Please pass this bill in the Council Hall before proposing other laws.,当前【%s】法案已被立项，请先在议会厅通过该法案，才能立项其他法律。,當前【%s】法案已立項，請先在議事廳通過該法案，才能立項其他法律。,現在の【%s】法案がすでに立案されています。まず議事庁でこの法案を通過させてから、他の法律を立案してください。,"Законопроект 【%s】 уже внесён на рассмотрение. Пожалуйста, сначала примите этот законопроект в Зале Совета, чтобы вносить другие законы. "
点数:%s,Points: %s,点数:%s,點數：%s,ポイント：%s,Очки: %s
正有此意，但这种事情如何让丹阳派不从中使绊子呢？哪怕我们成功了，也不能保证陶谦旧部不反扑,"That’s exactly what I was thinking, but how can we stop the Danyang faction from interfering? Even if we succeed, there’s no guarantee that Tao Qian’s old followers won’t strike back. ",正有此意，但这种事情如何让丹阳派不从中使绊子呢？哪怕我们成功了，也不能保证陶谦旧部不反扑,我正有此意，但這種事如何能讓丹陽派不從中搗亂呢？就算我們成功了，也不能保證陶謙舊部不反撲。,まさにそのつもりです。しかし、このようなことで丹陽派が邪魔をしないようにするにはどうすればいいでしょう？成功したとしても、陶謙の旧部が反撃しない保証はありません。,"Именно это я и имел в виду, но как нам не дать фракции Даньяна вмешиваться? Даже если мы преуспеем, нет гарантии, что старые сторонники Тао Цяня не нанесут ответный удар. "
简单，我们借着这个由头，将州治从郯城迁往下邳..换个地盘，这样就能摆脱陶谦旧部的袭扰了..,"It’s simple—we use this as an excuse to move the state capital from Tan City to Xia Pi. By changing our base, we can avoid the harassment from Tao Qian’s old followers. ",简单，我们借着这个由头，将州治从郯城迁往下邳..换个地盘，这样就能摆脱陶谦旧部的袭扰了..,很簡單，我們趁這個機會，將州治從郯城遷往下邳，換個地方，這樣就能擺脫陶謙舊部的騷擾了。,簡単です。この機会を利用して、州都を郯城から下邳に移しましょう。場所を変えれば、陶謙の旧部の妨害から逃れられます。,"Просто — мы используем это как повод, чтобы перенести столицу штата из Таньчэна в Ся Пи. Сменив место, мы сможем избежать нападок старых сторонников Тао Цяня. "
妙，妙啊，哈哈哈,"Brilliant, brilliant, haha! ",妙，妙啊，哈哈哈,妙，妙啊，哈哈哈！,素晴らしい、素晴らしい、ははは！,"Отлично, отлично, ха-ха-ха! "
看来，我没法拒绝你..不过我有条件，徐州可以接，但需约法三章：不增民赋、不扰农耕，州治移至下邳。,"It seems I can’t refuse you… But I have conditions: I’ll take over Xu Province, but we must agree on three rules: no increasing taxes on the people, no interfering with farming, and the state capital must move to Xia Pi. ",看来，我没法拒绝你..不过我有条件，徐州可以接，但需约法三章：不增民赋、不扰农耕，州治移至下邳。,看來，我無法拒絕你……不過我有條件，徐州可以接管，但需約法三章：不增加民稅、不干擾農耕，州治遷到下邳。,どうやらあなたを断ることはできませんね…ただし条件があります。徐州を引き受けますが、約法三章を定めましょう：民の税を増やさず、農耕を妨げず、州都を下邳に移すことです。,"Похоже, я не могу вам отказать… Но у меня есть условия: я возьму Сюйчжоу, но мы должны договориться о трёх правилах: не увеличивать налоги для народа, не мешать земледелию, и столица штата должна быть перенесена в Ся Пи. "
大人，你的想法和陈登是一样的，他已经秘派广陵士兵处理迁至州治事项了,"My Lord, your idea aligns with Chen Deng’s—he has already secretly sent Guangling soldiers to handle the relocation of the state capital. ",大人，你的想法和陈登是一样的，他已经秘派广陵士兵处理迁至州治事项了,大人，您的想法和陳登一樣，他已秘密派廣陵士兵去處理遷州治的事宜了。,大人、貴方のお考えは陳登と同じです。彼はすでに密かに広陵の兵士を派遣して、州都移転の事宜を進めています。,"Господин, ваше мнение совпадает с мнением Чэнь Дэна — он уже тайно отправил солдат из Гуанлина, чтобы заняться переносом столицы штата. "
_stockInExpound,Click the icon to use\nQuickly end the debate\n(Stock: {num}),点击图标使用\n快速结束辩经\n（库存：{num}）,點擊圖標使用\n快速結束辯經\n（庫存：{num}）,アイコンをクリックして使用\n討論を素早く終了\n（在庫：{num}）,"Нажмите на иконку, чтобы использовать\nБыстро завершить дебаты\n(Запас: {num}) "
剩余库存:{num}\n(点击消耗精力丸回复体力,Remaining stock: {num}\n(Click to use an Energy Pill to restore stamina),剩余库存:{num}\n(点击消耗精力丸回复体力,剩餘庫存：{num}\n（點擊消耗精力丸恢復體力）,残り在庫：{num}\n（クリックして精力丸を消費し、体力を回復）,"Остаток в запасе: {num}\n(Нажмите, чтобы использовать Энергетическую пилюлю для восстановления выносливости) "
我当前没有足够的精力处理这件事情..,I don’t currently have enough energy to deal with this matter…,我当前没有足够的精力处理这件事情..,我目前沒有足夠的精力處理這件事……,今のところ、この事を処理するのに十分な精力がありません…,"У меня сейчас недостаточно энергии, чтобы заняться этим делом… "
_battleUseItem,Check to use the Victory Tactics\nIncreases win rate by 5%\n【Remaining stock: {_num}】,勾选使用胜战锦囊\n   用于提高胜率5%\n  【剩余库存：{_num}】,勾選使用勝戰錦囊\n用於提高勝率5%\n【剩餘庫存：{_num}】,チェックして勝戦錦囊を使用\n勝率を5%向上\n【残り在庫：{_num}】,"Отметьте, чтобы использовать Комплект Стратегии Победы\nУвеличивает шанс победы на 5%\n【Остаток в запасе: {_num}】 "
再撑一回,Hold on for one more round,再撑一回,再撐一回,もう一回耐えてください,Продержитесь ещё один раунд
垦田增粮，徐州丰足，民心归附可期。(每日收入+50，徐州好感度+10 ),"Reclaim land to increase grain—Xu Province prospers, and the people’s loyalty can be expected. (Daily income +50, Xu Province favor +10) ",垦田增粮，徐州丰足，民心归附可期。(每日收入+50，徐州好感度+10 ),墾田增糧，徐州豐足，民心歸附可期。（每日收入+50，徐州好感度+10）,田を切り開き穀物を増やすことで、徐州が豊かになり、民心が帰順する見込みです。（毎日収入+50、徐州好感度+10）,"Осваивайте земли для увеличения зерна — Сюйчжоу процветает, и преданность народа не за горами. (Ежедневный доход +50, благосклонность Сюйчжоу +10) "
通商可富徐州，初期财货丰盈，诸方皆喜。(每日收入+10，徐州好感度+5，一次性收入+300  ，随机道具x1),"Trade enriches Xu Province—initial wealth abounds, pleasing all sides. (Daily income +10, Xu Province favor +5, one-time income +300, random item x1) ",通商可富徐州，初期财货丰盈，诸方皆喜。(每日收入+10，徐州好感度+5，一次性收入+300  ，随机道具x1),通商可富徐州，初期財貨豐盈，各方皆喜。（每日收入+10，徐州好感度+5，一次性收入+300，隨機道具x1）,通商により徐州を豊かにし、初期の財貨が豊富になり、諸方が喜びます。（毎日収入+10、徐州好感度+5、一時収入+300、ランダムアイテムx1）,"Торговля обогащает Сюйчжоу — начальные богатства в изобилии, все стороны довольны. (Ежедневный доход +10, благосклонность Сюйчжоу +5, разовый доход +300, случайный предмет x1) "
严军纪可服诸方，军资初盛，士气高昂。(所有派系好感度+15，获得道具“胜战锦囊”x1 ),"Strict military discipline wins over all sides—military resources grow, and morale soars. (All faction favor +15, gain item “Victory Strategy Kit” x1) ",严军纪可服诸方，军资初盛，士气高昂。(所有派系好感度+15，获得道具“胜战锦囊”x1 ),嚴軍紀可服各方，軍資初盛，士氣高昂。（所有派系好感度+15，獲得道具「勝戰錦囊」x1）,軍紀を厳しくすることで諸方を従え、軍資金が充実し、士気が高まります。（すべての派系好感度+15、アイテム「勝戦錦囊」x1を獲得）,"Строгая военная дисциплина подчиняет все стороны — военные ресурсы растут, боевой дух высок. (Благосклонность всех фракций +15, получение предмета «Комплект Стратегии Победы» x1) "
当前任务：无,Current task: None,当前任务：无,當前任務：無,現在の任務：なし,Текущая задача: Отсутствует
跟陈群对话,Talk to Chen Qun,跟陈群对话,與陳群對話,陳群と会話してください,Поговорите с Чэнь Цюнем
简体中文,Simplified Chinese,简体中文,簡體中文,Kantai Chūgokugo,Упрощённый китайский
繁体中文,Traditional Chinese,繁体中文,繁體中文,Hantai Chūgokugo,Традиционный китайский
英语,English,英语,英語,Eigo,Английский
日语,Japanese,日语,日語,Nihongo,Японский
俄语,Russian,俄语,俄語,Roshiago,Русский
鸣谢,Credits,鸣谢,致謝,クレジット,Титры
灵堂祭礼，未可轻离，选项暂不可开。,The memorial ceremony is underway and cannot be left lightly—options are temporarily unavailable.,灵堂祭礼，未可轻离，选项暂不可开。,靈堂祭禮，未可輕離，選項暫不可開。,霊堂の祭礼中は軽々しく離れられません。オプションは一時的に利用できません。,"Церемония в зале памяти продолжается, нельзя легко уйти — опции временно недоступны. "
设置,Settings,设置,設置,設定,Настройки
返回到游戏主菜单,Return to the main menu,返回到游戏主菜单,返回遊戲主選單,ゲームのメインメニューに戻る,Вернуться в главное меню
分辨率：,Resolution:,分辨率：,解析度：,解像度：,Разрешение:
是否全屏,Fullscreen,是否全屏,是否全螢幕,フルスクリーン,Полноэкранный режим
音乐音量,Music volume,音乐音量,音樂音量,音楽の音量,Громкость музыки
语言系统：,Language system:,语言系统：,語言系統：,言語システム：,Языковая система:
音效音量,Sound effects volume,音效音量,音效音量,効果音の音量,Громкость звуковых эффектов
确认设置,Confirm settings,确认设置,確認設置,設定を確定,Подтвердить настройки
成功通过[{{tr(GameManager.sav.curLawName)}}]！{{GameManager.RewardLaw}},Successfully passed [{{tr(GameManager.sav.curLawName)}}]! {{GameManager.RewardLaw}},成功通过[{{tr(GameManager.sav.curLawName)}}]！{{GameManager.RewardLaw}},成功通過[{{tr(GameManager.sav.curLawName)}}]！{{GameManager.RewardLaw}},[{{tr(GameManager.sav.curLawName)}}]を無事に通過しました！{{GameManager.RewardLaw}},Успешно принято [{{tr(GameManager.sav.curLawName)}}]! {{GameManager.RewardLaw}}
点右方道具栏旁「笔书」图标，可入存档司，记录霸业。下方设置与退出选项，谨慎选择，勿误大计！,"Click the ""Scroll"" icon next to the item bar on the right to access the Save Office and record your conquests. The settings and exit options below should be chosen carefully—do not disrupt the grand plan! ",点右方道具栏旁「笔书」图标，可入存档司，记录霸业。下方设置与退出选项，谨慎选择，勿误大计！,點右方道具欄旁「筆書」圖標，可入存檔司，記錄霸業。下方的設置與退出選項，需謹慎選擇，勿誤大計！,右側の道具欄の横にある「筆書」アイコンをクリックすると、存档司に入り、覇業を記録できます。下の設定と終了オプションは慎重に選んでください、大計を誤らぬように！,"Нажмите на иконку «Свиток» рядом с панелью предметов справа, чтобы войти в Архив и записать свои подвиги. Настройки и выход ниже — выбирайте осторожно, чтобы не сорвать великий план! "
当前功能demo不开放,The current feature demo is not available.,当前功能demo不开放,當前功能demo不開放,現在の機能デモは開放されていません。,Текущая демонстрация функции недоступна.
提示,Hint,提示,提示,ヒント,Подсказка
设置菜单,Settings Menu,设置菜单,設置選單,設定メニュー,Меню настроек
商人，这摊子是你？好久不见了。,"Merchant, is this your stall? It’s been a long time. ",商人，这摊子是你？好久不见了。,商人，這攤子是你的？許久未見了。,商人、この屋台は君の？久しぶりだね。,"Торговец, это твой прилавок? Давно не виделись."
刺史大人……真是您？小沛一别，我还以为再难相见，没想到您如今掌管徐州！,"Governor, is it really you? Since we parted in Xiao Pei, I thought we’d never meet again—I never imagined you’d now be in charge of Xu Province! ",刺史大人……真是您？小沛一别，我还以为再难相见，没想到您如今掌管徐州！,刺史大人……真是您？小沛一別後，我還以為再難相見，沒想到您如今掌管徐州！,刺史様…本当に貴方ですか？小沛で別れて以来、もう二度と会えないと思っていました。今、貴方が徐州を治めているなんて！,"Губернатор, неужели это вы? После нашей встречи в Сяо Пэй я думал, что мы больше не увидимся, и представить не мог, что вы теперь управляете Сюйчжоу!"
世事无常，我也刚到徐州。你的东西不错，还是老价钱？,The ways of the world are unpredictable—I’ve just arrived in Xu Province myself. Your goods are nice—are they still at the old price?,世事无常，我也刚到徐州。你的东西不错，还是老价钱？,世事無常，吾亦剛到徐州。你的東西不錯，還是老價錢？,世の中は変わりやすいね、私もようやく徐州に来たばかりだ。君の品物、いいね。まだ昔の値段かい？,"Мир непредсказуем, я сам только что прибыл в Сюйчжоу. Твои товары хороши — всё ещё по старой цене?"
大人还记得！自然是老价钱，恭喜大人得掌徐州，小民真是又惊又喜啊！,"My Lord still remembers! Of course, it’s the old price. Congratulations on taking charge of Xu Province—I’m both shocked and delighted! ",大人还记得！自然是老价钱，恭喜大人得掌徐州，小民真是又惊又喜啊！,大人還記得！自然是老價錢，恭喜大人得掌徐州，小民真是又驚又喜啊！,大人、まだ覚えていてくれました！もちろん昔の値段です。徐州を治めることになったお祝いを申し上げます、小民は驚きと喜びでいっぱいです！,"Господин ещё помнит! Конечно, по старой цене. Поздравляю вас с управлением Сюйчжоу — я просто в восторге и удивлении!"
哈哈，多谢。愿你在这徐州也生意兴隆！,"Haha, thank you! I hope your business thrives here in Xu Province as well! ",哈哈，多谢。愿你在这徐州也生意兴隆！,哈哈，多謝。願你於此徐州亦生意興隆！,はは、ありがとう！この徐州で君の商売が繁盛することを願うよ！,"Ха-ха, спасибо! Желаю, чтобы твой бизнес процветал здесь, в Сюйчжоу!"
你从商人那边获得如下道具,You obtained the following items from the merchant:,你从商人那边获得如下道具,你從商人那邊獲得如下道具,商人から以下のアイテムを獲得しました：,Вы получили следующие предметы от торговца:
商人，你的生意还好吧？,"Merchant, how’s your business doing?",商人，你的生意还好吧？,商人，你的生意還好吧？,商人、商売は順調かい？,"Торговец, как идут твои дела?"
大人，您来得巧，托您的福，我之前赚了点小钱。如今攒够了盘缠，打算搬到徐州城中心去闯闯。,"My Lord, you’ve come at the right time! Thanks to your blessings, I made a small profit earlier. Now I’ve saved enough to move to the center of Xu Province city and try my luck there.",大人，您来得巧，托您的福，我之前赚了点小钱。如今攒够了盘缠，打算搬到徐州城中心去闯闯。,大人，您來得巧，托您的福，我之前賺了點小錢。如今攢夠了盤纏，打算搬到徐州城中心去闖闖。,大人、おいでになるのがちょうどいいタイミングです！貴方のおかげで、少し前に小銭を稼ぐことができました。今、旅費を貯めて、徐州の城中心に移って挑戦しようと思っています。,"Господин, вы пришли вовремя! Благодаря вашему покровительству я ранее немного заработал. Теперь я накопил достаточно средств и собираюсь перебраться в центр города Сюйчжоу, чтобы попытать счастья."
这些小礼物，是我的一点心意，就送给大人您吧，聊表谢意！,"These small gifts are a token of my gratitude—please accept them, my Lord, as a humble thank you!",这些小礼物，是我的一点心意，就送给大人您吧，聊表谢意！,這些小禮物，是我的一點心意，就送給大人您吧，聊表謝意！,この小さな贈り物は私のささやかな気持ちです。大人、どうぞ受け取ってください、感謝のしるしとして！,"Эти скромные подарки — знак моей благодарности, прошу вас принять их, господин, в качестве небольшого выражения признательности! "
现在不是去那些地方的时候，我必须前往府邸才行,Now is not the time to go to those places—I must head to the Mansion.,现在不是去那些地方的时候，我必须前往府邸才行,現在不是去那些地方的時候，我必須前往府邸才行。,今はそこに行く時ではありません、私は府邸に行かなければなりません。,Сейчас не время идти в те места — я должен отправиться в Особняк.
当前无立项法律，请先在府邸的【法律法规】中立法，才能在议事厅进行审议和通过。,"There are currently no proposed laws. Please first draft a law in the 【Laws and Regulations】 section at the Mansion, then you can deliberate and pass it in the Council Hall. ",当前无立项法律，请先在府邸的【法律法规】中立法，才能在议事厅进行审议和通过。,當前無立項法律，請先於府邸的【法律法規】中立法，方可在議事廳進行審議與通過。,現在、立案中の法律はありません。まず府邸の【法律法規】で法律を制定してから、議事庁で審議と通過を行ってください。,"В настоящее время нет предложенных законов. Пожалуйста, сначала составьте закон в разделе 【Законы и правила】 в Особняке, затем вы сможете обсудить и принять его в Зале Совета. "
设置菜单,Settings Menu,设置菜单,設定選單,設定メニュー,Настройки
刘备第一天上任徐州刺史，糜竺和陈登前来迎接。他的主簿向他介绍陈登等人,"On Liu Bei's first day as Governor of Xuzhou, Mi Zhu and Chen Deng came to welcome him. His chief clerk introduced Chen Deng and others to him.",刘备第一天上任徐州刺史，糜竺和陈登前来迎接。他的主簿向他介绍陈登等人,劉備第一天上任徐州刺史，糜竺和陳登前來迎接。他的主簿向他介紹陳登等人,劉備が徐州刺史に初めて赴任した日、糜竺と陳登が出迎えに来た。主簿が陳登らを紹介した。,"В первый день, когда Лю Бэй вступил в должность губернатора Сюйчжоу, Ми Чжу и Чэнь Дэн пришли его встретить. Его главный секретарь представил ему Чэнь Дэна и других."
将军，这位是陈登，字元龙，在徐州声名远扬，也是我们的幕僚。,"General, this is Chen Deng, styled Yuanlong, a renowned figure in Xuzhou and also one of our advisors.",将军，这位是陈登，字元龙，在徐州声名远扬，也是我们的幕僚。,將軍，這位是陳登，字元龍，在徐州聲名遠揚，也是我們的幕僚。,将軍、こちらは陳登、字は元龍で、徐州では名高い人物であり、我々の参謀でもあります。,"Генерал, это Чэнь Дэн, также известный как Юаньлун. Он известен в Сюйчжоу и является нашим советником."
久仰大名！元龙之才，果然名不虚传。,"I've long admired your reputation! Your talents truly live up to your fame, Yuanlong.",久仰大名！元龙之才，果然名不虚传。,久仰大名！元龍之才，果然名不虛傳。,お名前はかねがね伺っておりました。元龍殿の才覚、さすがと申します！,Давно наслышан о вашей славе! Талант Юаньлуна действительно соответствует его репутации.
刺史大人过奖了。这位是糜竺，字子仲，担任徐州别驾，负责辅佐大人处理政务。,"You flatter me, Governor. This is Mi Zhu, styled Zizhong, serving as Chief Clerk of Xuzhou to assist Your Excellency in governance.",刺史大人过奖了。这位是糜竺，字子仲，担任徐州别驾，负责辅佐大人处理政务。,刺史大人過獎了。這位是糜竺，字子仲，擔任徐州別駕，負責輔佐大人處理政務。,刺史殿、お褒めにあずかり恐縮です。こちらは糜竺、字は子仲で、徐州別駕を務めており、殿の政務を補佐しております。,"Ваша светлость, вы слишком любезны. Это Ми Чжу, по прозвищу Цзычжун, он занимает должность помощника губернатора Сюйчжоу и отвечает за помощь вам в управлении делами."
子仲，你的贤名我也早有耳闻。徐州有你们两位辅佐，真是百姓之福。,"Zhong, I have long heard of your virtuous reputation. With you two assisting in Xuzhou, it is truly a blessing for the people.",子仲，你的贤名我也早有耳闻。徐州有你们两位辅佐，真是百姓之福。,子仲，你的賢名我也早有耳聞。徐州有你們兩位輔佐，真是百姓之福。,子仲殿、その賢名はかねてより耳にしております。徐州にあなた方お二人が補佐しておられるとは、まさに民の幸いでございます。,"Цзы Чжун, я давно слышал о твоей мудрости. С такими советниками, как вы двое, Сюйчжоу поистине благословен."
大人谬赞了。我们只是尽微薄之力，为徐州百姓谋福祉罢了。,"You flatter me, my lord. We merely did our humble part to bring welfare to the people of Xuzhou.",大人谬赞了。我们只是尽微薄之力，为徐州百姓谋福祉罢了。,大人謬讚了。我們只是盡微薄之力，為徐州百姓謀福祉罷了。,お褒めいただき恐縮です。私たちは微力ながら、徐州の民のために尽くしたまでです。,"Ваши слова слишком лестны, господин. Мы лишь прилагаем скромные усилия для блага жителей Сюйчжоу."
