id,en,zh,repair,reason
不过人和人之间不总是完全利益一致，有可能未来有些通过不了的法律,"However, people do not always have completely aligned interests, and it's possible that some laws may not pass in the future.",不过人和人之间不总是完全利益一致，有可能未来有些通过不了的法律,"However, people do not always have completely aligned interests, and it's possible that some laws may not pass in the future.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
如果支持您的人数不达到一半，就得另外想想办法了...,"If the number of people supporting you doesn't reach half, then you'll have to think of another solution...",如果支持您的人数不达到一半，就得另外想想办法了...,"If the number of people supporting you doesn't reach half, then you'll have to think of another solution...",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
比如讨好他们，但这也并不明智，有的时候您讨好1个人，就会得罪10个人,"For example, you could try to appease them, but that may not be wise. Sometimes when you please one person, you might offend ten others.",比如讨好他们，但这也并不明智，有的时候您讨好1个人，就会得罪10个人,"For example, you could try to appease them, but that may not be wise. Sometimes when you please one person, you might offend ten others.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哈哈哈，我今天失言说太多了，将军您也累了，您可以返回自己的住所休息了,"Hahaha, I misspoke and said too much today. General, you must be tired as well. You may return to your residence to rest.",哈哈哈，我今天失言说太多了，将军您也累了，您可以返回自己的住所休息了,"Hahaha, I misspoke and said too much today. General, you must be tired as well. You may return to your residence to rest.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
嗯，作为一个藩属，他学习的很快，毕竟他在公孙瓒那边也有不少经验，爱民、对待士人都很合适,"Yes, as a vassal, he learns quickly. After all, he gained quite a bit of experience under Gongsun Zan. His love for the people and his treatment of scholars are both quite appropriate.",嗯，作为一个藩属，他学习的很快，毕竟他在公孙瓒那边也有不少经验，爱民、对待士人都很合适,"Yes, as a vassal, he learns quickly. After all, he gained quite a bit of experience under Gongsun Zan. His love for the people and his treatment of scholars are both quite appropriate.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哈哈..看来你控制的很好，那你捞的不少吧，现在陶谦大人病重，你应该赚了不少田地、矿场、伐木场吧,"Haha... It seems you've been controlling things well. You've probably profited quite a bit, right? Now that Lord Tao Qian is gravely ill, you must have acquired a lot of land, mines, and logging fields, haven't you?",哈哈..看来你控制的很好，那你捞的不少吧，现在陶谦大人病重，你应该赚了不少田地、矿场、伐木场吧,"Haha... It seems you've been controlling things well. You've probably profited quite a bit, right? Now that Lord Tao Qian is gravely ill, you must have acquired a lot of land, mines, and logging fields, haven't you?",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
您言重了，作为别驾，您才是真正的二把手，而且这都是为我们徐州人好，只有我们才会对徐州百姓好，我们捞了总比丹阳人捞了要好,"You overestimate me. As the Assistant Officer, you are truly the second-in-command. Besides, this is all for the good of the people of Xuzhou. Only we will truly care for the people of Xuzhou. It's better that we benefit from it than those from Danyang.",您言重了，作为别驾，您才是真正的二把手，而且这都是为我们徐州人好，只有我们才会对徐州百姓好，我们捞了总比丹阳人捞了要好,"You overestimate me. As the Assistant Officer, you are truly the second-in-command. Besides, this is all for the good of the people of Xuzhou. Only we will truly care for the people of Xuzhou. It's better that we benefit from it than those from Danyang.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
这倒也是，现在有个问题问你，你觉得该选谁来当徐州之主，陶商还是陶应..,"That's true. Now, I have a question for you: who do you think should be chosen as the Lord of Xuzhou, Tao Shang or Tao Ying?",这倒也是，现在有个问题问你，你觉得该选谁来当徐州之主，陶商还是陶应..,"That's true. Now, I have a question for you: who do you think should be chosen as the Lord of Xuzhou, Tao Shang or Tao Ying?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
选这二个人当徐州之主，犹如以颠狂之人主治颠狂之疾..,Choosing either of these two as the Lord of Xuzhou is like having a madman cure madness.,选这二个人当徐州之主，犹如以颠狂之人主治颠狂之疾..,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
没错、他们除了吃喝玩乐，也只会接着扶持他父亲的丹阳派，咱们徐州派捞不到好处，捞不到好处，我们也无法给手底下的‘百姓’好处，久而久之，我们位置也不稳了,"Exactly, apart from indulging in eating, drinking, and having fun, they would only continue to support their father's Danyang faction. Our Xuzhou faction wouldn't benefit, and without benefits, we can't offer advantages to the 'people' under us. Over time, our position would become unstable.",没错、他们除了吃喝玩乐，也只会接着扶持他父亲的丹阳派，咱们徐州派捞不到好处，捞不到好处，我们也无法给手底下的‘百姓’好处，久而久之，我们位置也不稳了,"Exactly, apart from indulging in eating, drinking, and having fun, they would only continue to support their father's Danyang faction. Our Xuzhou faction wouldn't benefit, and without benefits, we can't offer advantages to the 'people' under us. Over time, our position would become unstable.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
陶谦大人的遗言怎么说？他应该今天下午去世的..,What did Lord Tao Qian's final words say? He should have passed away this afternoon.,陶谦大人的遗言怎么说？他应该今天下午去世的..,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
他希望刘备辅助下，来帮助他二个儿子..之前他也找刘备透露过这个意思，被我的眼线看到了,"He hoped that Liu Bei would assist in helping his two sons. He had previously hinted at this to Liu Bei, which was noticed by my informant.",他希望刘备辅助下，来帮助他二个儿子..之前他也找刘备透露过这个意思，被我的眼线看到了,"He hoped that Liu Bei would assist in helping his two sons. He had previously hinted at this to Liu Bei, which was noticed by my informant.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
相当于让刘备暂管徐州了，等他儿子长大再大政归还,"This is equivalent to letting Liu Bei temporarily manage Xuzhou, with the plan to return full control once his sons are grown.",相当于让刘备暂管徐州了，等他儿子长大再大政归还,"This is equivalent to letting Liu Bei temporarily manage Xuzhou, with the plan to return full control once his sons are grown.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
是这个意思，但走的急、没有留下书面遗言，也说的比较模糊..,"That's the idea, but he passed away suddenly without leaving a written will, and his words were rather vague.",是这个意思，但走的急、没有留下书面遗言，也说的比较模糊..,"That's the idea, but he passed away suddenly without leaving a written will, and his words were rather vague.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
这样如何，我们把刘备扶持为徐州之主，这样也不算改陶大人的意思,"How about this: we support Liu Bei as the Lord of Xuzhou. That way, it wouldn't be considered altering Lord Tao's 'intentions.'",这样如何，我们把刘备扶持为徐州之主，这样也不算改陶大人的意思,"How about this: we support Liu Bei as the Lord of Xuzhou. That way, it wouldn't be considered altering Lord Tao's 'intentions.'",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
正有此意，陈兄好眼力！哈哈哈哈,"That's exactly what I had in mind. Brother Chen, you have sharp insight! Hahaha!",正有此意，陈兄好眼力！哈哈哈哈,"That's exactly what I had in mind. Brother Chen, you have sharp insight! Hahaha!",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
嗯！,Hmph!,嗯！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
一个豹头环眼，燕颔虎须的将士瞪着眼前丹阳士兵的话事人,"A warrior with a leopard-like head, round eyes, swallow-shaped chin, and tiger-like beard glared at the Danyang soldiers' leader in front of him.",一个豹头环眼，燕颔虎须的将士瞪着眼前丹阳士兵的话事人,"A warrior with a leopard-like head, round eyes, swallow-shaped chin, and tiger-like beard glared at the Danyang soldiers' leader in front of him.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哟，你的手下开不起玩笑？,Oh? Your subordinates can't take a joke?,哟，你的手下开不起玩笑？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
那倒没有，我的兄弟是个直性子人，这里是我和徐州士人商议的军官粮食归纳法，凭这个手印，你们可以去粮仓调度一部分你们士兵的开支,"Not at all, my brother is just a straightforward person. Here is the grain allocation method I discussed with the scholars of Xuzhou. With this seal, you can go to the granary and allocate a portion of your soldiers' provisions.",那倒没有，我的兄弟是个直性子人，这里是我和徐州士人商议的军官粮食归纳法，凭这个手印，你们可以去粮仓调度一部分你们士兵的开支,"Not at all, my brother is just a straightforward person. Here is the grain allocation method I discussed with the scholars of Xuzhou. With this seal, you can go to the granary and allocate a portion of your soldiers' provisions.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
那就谢过刘将军了，哈哈，我们兄弟可以发军饷咯,"Then we thank General Liu! Haha, our brothers can now issue the military pay!",那就谢过刘将军了，哈哈，我们兄弟可以发军饷咯,"Then we thank General Liu! Haha, our brothers can now issue the military pay!",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
谢字姑且放在一旁，这是公事，我不会亏待在我手下任职的兄弟..,"Let's put aside the word 'thanks' for now. This is official business, and I will not treat any of my brothers serving under me unfairly.",谢字姑且放在一旁，这是公事，我不会亏待在我手下任职的兄弟..,"Let's put aside the word 'thanks' for now. This is official business, and I will not treat any of my brothers serving under me unfairly.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
但以下同样是公事，我听举报说你们巧取豪夺，偷百姓米钱,But this is also official business. I've received reports that you have been seizing wealth by force and stealing the common people's rice and money.,但以下同样是公事，我听举报说你们巧取豪夺，偷百姓米钱,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
啥？狗日的，我知道了，又是那些本土读书人的诬陷..,"What? Damn it, I know now, it's those local scholars' slander again...",啥？狗日的，我知道了，又是那些本土读书人的诬陷..,"What? Damn it, I know now, it's those local scholars' slander again...",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
刘将军，你可不能听他们的话，那些读书人，自诩为士族，但是背地里给点下人小钱，就会诬陷我们这些当兵的,"General Liu, you can't just listen to them. Those scholars, they claim to be noble, but behind the scenes, they bribe their servants with small amounts of money to slander us soldiers.",刘将军，你可不能听他们的话，那些读书人，自诩为士族，但是背地里给点下人小钱，就会诬陷我们这些当兵的,"General Liu, you can't just listen to them. Those scholars, they claim to be noble, but behind the scenes, they bribe their servants with small amounts of money to slander us soldiers.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
我们是陶谦大人派来帮您的，哪怕我和你的二位兄弟处得不好，但只要陶谦大人在世一天，我们就是统一战线..,"We were sent by Lord Tao Qian to help you. Even though I don't get along well with your two brothers, as long as Lord Tao Qian is alive, we are on the same front.",我们是陶谦大人派来帮您的，哪怕我和你的二位兄弟处得不好，但只要陶谦大人在世一天，我们就是统一战线..,"We were sent by Lord Tao Qian to help you. Even though I don't get along well with your two brothers, as long as Lord Tao Qian is alive, we are on the same front.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
行吧，我一定会明断的，曹将军，容我和我的二个弟兄说一句话可否,"Alright, I will make a fair decision. General Cao, may I have a word with my two brothers?",行吧，我一定会明断的，曹将军，容我和我的二个弟兄说一句话可否,"Alright, I will make a fair decision. General Cao, may I have a word with my two brothers?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
请便，将军，您一定得还我们清白，我们可是陶谦大人嫡系部队，可没有必要做出这种事情..,"Go ahead, General. You must clear our names. We are Lord Tao Qian's direct troops and have no reason to do such things.",请便，将军，您一定得还我们清白，我们可是陶谦大人嫡系部队，可没有必要做出这种事情..,"Go ahead, General. You must clear our names. We are Lord Tao Qian's direct troops and have no reason to do such things.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
曹豹离开了此地，但依然在军营不远处巡视着,"Cao Bao left the place, but he continued to patrol not far from the military camp.",曹豹离开了此地，但依然在军营不远处巡视着,"Cao Bao left the place, but he continued to patrol not far from the military camp.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
大哥，你也发现了吧..这个人实际上是安排在我们周边的卧底，我们这边人员调动都得受到限制,"General, you've noticed it too, haven't you? This person is actually an undercover agent placed around us. Our personnel movements are being restricted.",大哥，你也发现了吧..这个人实际上是安排在我们周边的卧底，我们这边人员调动都得受到限制,"General, you've noticed it too, haven't you? This person is actually an undercover agent placed around us. Our personnel movements are being restricted.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
我们不能把这样的人留在身边...,We can't keep someone like this around us...,我们不能把这样的人留在身边...,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
但是大哥也没办法 陶谦看上去是拨给了我们3000士兵，实际上是安排了3000眼线,"But there's nothing you can do, General. It looks like Tao Qian assigned us 3,000 soldiers, but in reality, he sent 3,000 spies.",但是大哥也没办法 陶谦看上去是拨给了我们3000士兵，实际上是安排了3000眼线,"But there's nothing you can do, General. It looks like Tao Qian assigned us 3,000 soldiers, but in reality, he sent 3,000 spies.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
先不提这个，我们三人也算重聚了，先小酌一番吧..对了，把那家伙也给叫上,"Let's not talk about that for now. The three of us have reunited, so let's have a little drink first... Oh, and bring that guy as well.",先不提这个，我们三人也算重聚了，先小酌一番吧..对了，把那家伙也给叫上,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
酒足饭饱后，刘备开始与他的手下相谈,"After eating and drinking their fill, Liu Bei began conversing with his subordinates.",酒足饭饱后，刘备开始与他的手下相谈,"After eating and drinking their fill, Liu Bei began conversing with his subordinates.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
大哥，你可不知，这些中原的士兵超级呆..,"General, you have no idea, these soldiers from the Central Plains are incredibly dull...",大哥，你可不知，这些中原的士兵超级呆..,"General, you have no idea, these soldiers from the Central Plains are incredibly dull...",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
此话怎讲？,What do you mean by that?,此话怎讲？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
无论是体能还是战术意识 都比我们这些幽州有底子的老兵差远了,"Whether it's physical strength or tactical awareness, they are far inferior to us veteran soldiers from Youzhou with solid foundations.",无论是体能还是战术意识 都比我们这些幽州有底子的老兵差远了,"Whether it's physical strength or tactical awareness, they are far inferior to us veteran soldiers from Youzhou with solid foundations.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哈哈哈，不用担心，经过我、关大哥，那位兄弟三人协助训练下，现在，这些家伙大为改善！,"Hahaha, no need to worry! With the assistance of me, Guan Yu, and that brother in the training, these guys have greatly improved!",哈哈哈，不用担心，经过我、关大哥，那位兄弟三人协助训练下，现在，这些家伙大为改善！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
好！就让我们再接再厉，接着在训练场上将自己实力进一步提升！,Great! Let's keep up the good work and continue to further enhance our strength on the training field!,好！就让我们再接再厉，接着在训练场上将自己实力进一步提升！,Great! Let's keep up the good work and continue to further enhance our strength on the training field!,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
练兵场是用来让将领训练，获得成长的地方，只要有足够的资金，就能让自己的手下快速将等级提升上去(满级10级),"The training ground is a place for generals to train and grow. As long as you have enough funds, you can quickly level up your subordinates (up to level 10).",练兵场是用来让将领训练，获得成长的地方，只要有足够的资金，就能让自己的手下快速将等级提升上去(满级10级),"The training ground is a place for generals to train and grow. As long as you have enough funds, you can quickly level up your subordinates (up to level 10).",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
点击训练，为自己想要升级的将领，为他提升一个等级吧,Click on 'Train' to upgrade the level of the general you want. Increase their level by one!,点击训练，为自己想要升级的将领，为他提升一个等级吧,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
哈哈哈，可惜不是真刀实枪，不过瘾啊,"Hahaha, too bad it's not real swords and actual combat. It's not exciting enough!",哈哈哈，可惜不是真刀实枪，不过瘾啊,"Hahaha, too bad it's not real swords and actual combat. It's not exciting enough!",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
如今天下大乱，我们应该珍惜眼下的机会..不过大哥的目的可不限于此,"The world is in chaos now, and we should cherish the opportunity before us... But General's ambitions are not limited to this.",如今天下大乱，我们应该珍惜眼下的机会..不过大哥的目的可不限于此,"The world is in chaos now, and we should cherish the opportunity before us... But General's ambitions are not limited to this.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
没错，珍惜眼前暂时的‘和平’吧..战场是残酷的。但只有在上战场前把刀磨利了，我们才能在战场上真正战胜对手并减少不必要的牺牲！,"That's right, cherish this temporary 'peace'... The battlefield is brutal. But only by sharpening our blades before going to war can we truly defeat our opponents on the battlefield and minimize unnecessary sacrifices!",没错，珍惜眼前暂时的‘和平’吧..战场是残酷的。但只有在上战场前把刀磨利了，我们才能在战场上真正战胜对手并减少不必要的牺牲！,"That's right, cherish this temporary 'peace'... The battlefield is brutal. But only by sharpening our blades before going to war can we truly defeat our opponents on the battlefield and minimize unnecessary sacrifices!",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
是！,Yes!,是！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
好,Alright.,好,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘将军，等候您多时了,"General Liu, I've been waiting for you for a long time.",刘将军，等候您多时了,"General Liu, I've been waiting for you for a long time.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
嗯，我会立刻派我的手下关羽、张飞、那位将军，协助你一起征伐,"Hmm, I will immediately dispatch my subordinates Guan Yu, Zhang Fei, and that general to assist you in the campaign.",嗯，我会立刻派我的手下关羽、张飞、那位将军，协助你一起征伐,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
好，就让我们二路分别进军，就看贼寇如何逃窜！,"Alright, let us march separately in two forces and see how the bandits flee!",好，就让我们二路分别进军，就看贼寇如何逃窜！,"Alright, let us march separately in two forces and see how the bandits flee!",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
军事行动,Military Actions,军事行动,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
你没有完成操练士兵，不该那么早离开这里,"You haven't finished training the soldiers, you shouldn't leave here so early.",你没有完成操练士兵，不该那么早离开这里,"You haven't finished training the soldiers, you shouldn't leave here so early.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
将军，不管怎么样，你都完成了陶谦刺史交代你的所有任务,"General, no matter what, you have completed all the tasks Governor Tao Qian assigned to you.",将军，不管怎么样，你都完成了陶谦刺史交代你的所有任务,"General, no matter what, you have completed all the tasks Governor Tao Qian assigned to you.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
我这边也在你的协助下，成功剿灭了所有敌人！,"With your assistance, I have successfully eradicated all the enemies on my side as well!",我这边也在你的协助下，成功剿灭了所有敌人！,"With your assistance, I have successfully eradicated all the enemies on my side as well!",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
你可以接着留在这里操练士兵，或者早点回去休息,"You can continue training the soldiers here, or go back to rest early.",你可以接着留在这里操练士兵，或者早点回去休息,"You can continue training the soldiers here, or go back to rest early.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
主簿,Chief Clerk,主簿,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
将军您好,"Greetings, General.",将军您好,"Greetings, General.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
我终于回来了，是不是积攒了不少公务？,I've finally returned. Have a lot of tasks piled up?,我终于回来了，是不是积攒了不少公务？,I've finally returned. Have a lot of tasks piled up?,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哦，不，其实将军不在时，大部分事务别驾都代您处理妥当了……,"Oh, no, actually, while the General was away, most matters were handled well by the Deputy...",哦，不，其实将军不在时，大部分事务别驾都代您处理妥当了……,"Oh, no, actually, while the General was away, most matters were handled well by the Deputy...",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
那我这个刺史还有什么用处？,Then what use is a Governor like me?,那我这个刺史还有什么用处？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
哦，不，大人您至关重要！政府的决策、法令的颁布，都得您亲自定夺。只是些琐碎的政策杂务，我们觉得不必劳烦您罢了……,"Oh, no, my Lord, you are very important! Decisions of the government and the issuance of laws all need your personal approval. We just thought these small policies and minor tasks shouldn't trouble you...",哦，不，大人您至关重要！政府的决策、法令的颁布，都得您亲自定夺。只是些琐碎的政策杂务，我们觉得不必劳烦您罢了……,"Oh, no, my Lord, you are very important! Decisions of the government and the issuance of laws all need your personal approval. We just thought these small policies and minor tasks shouldn't trouble you...",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
不，我之前跟陈群说过，我要亲自过目所有公务文书。,"No, I told Chen Qun before... I want to see all the official documents.",不，我之前跟陈群说过，我要亲自过目所有公务文书。,"No, I told Chen Qun before... I want to see all the official documents.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哦，这个陈大人也交代过了。这里是上个月的所有公务文书，大人请随时核查。,"Oh, Lord Chen mentioned this to me as well. Here are all the official documents completed last month... You are free to review them, my Lord.",哦，这个陈大人也交代过了。这里是上个月的所有公务文书，大人请随时核查。,"Oh, Lord Chen mentioned this to me as well. Here are all the official documents completed last month... You are free to review them, my Lord.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
刘备翻开厚厚一摞文书，埋头看了好几个时辰。可这些内容繁琐杂乱，若要细读，恐怕数年都看不完。,"Liu Bei flipped through the thick stack of official documents and spent several hours reading... However, the contents were especially tedious and disorganized. If he were to read them thoroughly, it might take years to finish.",刘备翻开厚厚一摞文书，埋头看了好几个时辰。可这些内容繁琐杂乱，若要细读，恐怕数年都看不完。,"Liu Bei flipped through the thick stack of official documents and spent several hours reading... However, the contents were especially tedious and disorganized. If he were to read them thoroughly, it might take years to finish.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
《村民迁移事宜》《小沛市场商人管理》《农田种植指南》《府邸蜡烛采购清单》……,"Documents on Villager Relocation,"" ""Maintenance of the Xiaopei Market Merchant Group,"" ""Farmer's Guide to Farming,"" ""Expense List for Manor Candle Purchases""...",《关于村民迁移的文件》《小沛市场商人群体维护》《农民种地指南》《府邸蜡烛采购费用清单》...,"Documents on Villager Relocation,"" ""Maintenance of the Xiaopei Market Merchant Group,"" ""Farmer's Guide to Farming,"" ""Expense List for Manor Candle Purchases""...",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
这文书也太多了，难道是想让我鞠躬尽瘁，累死在这上面？,"There are so many documents... Do they want me to exhaust myself to death, dedicating every effort to this?",这文书也太多了，难道是想让我鞠躬尽瘁，累死在这上面？,"There are so many documents... Do they want me to exhaust myself to death, dedicating every effort to this?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
不不不，刘将军，您误会了！这些文书只是日常政务所需，我们绝无意让您这样的大人物耗费心力于此。,"No, no, no, General Liu, you misunderstood. These documents are just the result of regular government work. Of course, we don't wish for someone of your stature to exhaust your energy on this.",不不不，刘将军，您误会了！这些文书只是日常政务所需，我们绝无意让您这样的大人物耗费心力于此。,"No, no, no, General Liu, you misunderstood. These documents are just the result of regular government work. Of course, we don't wish for someone of your stature to exhaust your energy on this.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
这些琐事惯由我们幕僚整理，提取核心内容。大人只需定夺大事即可。,"These routines are handled by us, your advisors. We extract the core content from the documents... You only need to make the key decisions.",这些琐事惯由我们幕僚整理，提取核心内容。大人只需定夺大事即可。,"These routines are handled by us, your advisors. We extract the core content from the documents... You only need to make the key decisions.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
请点击“执行政策”按钮，进入施政面板。,Please click the 'Implement Policy' button to enter the governance panel.,请点击“执行政策”按钮，进入施政面板。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
大人，这是幕僚们从文书中提炼出的上、中、下三策。最近士族举报丹阳官兵欺压领地农民的利益，咱们得设法处理。,"My Lord, here are the upper, middle, and lower strategies drafted by the advisors after reviewing the documents. Recently, the literati clans have reported that the Danyang soldiers have been oppressing the farmers in their territories. We need to find a way to resolve this issue.",大人，这是幕僚们从文书中提炼出的上、中、下三策。最近士族举报丹阳官兵欺压领地农民的利益，咱们得设法处理。,"My Lord, here are the upper, middle, and lower strategies drafted by the advisors after reviewing the documents. Recently, the literati clans have reported that the Danyang soldiers have been oppressing the farmers in their territories. We need to find a way to resolve this issue.",标点格式/术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
嗯，做得不错。,"Hmm, well done.",嗯，做得不错。,"Hmm, well done.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
对了，主簿，你觉得士族反馈的消息可信吗？,"By the way, Chief Clerk, do you think the information provided by the literati clans is accurate?""",对了，主簿，你觉得士族反馈的消息可信吗？,"By the way, Chief Clerk, do you think the information provided by the literati clans is accurate?""",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
大人，这话不好由我断言。双方确有矛盾冲突，不排除一方借机打压另一方的可能。,"My Lord, this isn't for me to say. There are indeed some conflicts between the two sides, and we can't rule out the possibility of one side oppressing the other.",大人，这话不好由我断言。双方确有矛盾冲突，不排除一方借机打压另一方的可能。,"My Lord, this isn't for me to say. There are indeed some conflicts between the two sides, and we can't rule out the possibility of one side oppressing the other.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
大人，这个决策是否有些过于激进了？,"My Lord, isn't this decision a bit too aggressive?",大人，这个决策是否有些过于激进了？,"My Lord, isn't this decision a bit too aggressive?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
啊……会吗？,Ah... Is it?,啊..会么？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
在下以为，若选了此策，恐第二日丹阳兵便会生乱。,"My thought is, if we choose this strategy, the Danyang soldiers will revolt the next day.",在下以为，若选了此策，恐第二日丹阳兵便会生乱。,"My thought is, if we choose this strategy, the Danyang soldiers will revolt the next day.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
