id,zh,ja,repair,reson
给不同派系分配不同的资源，来平衡各个派系的支持度,给不同派系分配不同的资源，来平衡各个派系的支持度,各派閥に異なる資源を配分し、各派閥の支持度をバランスさせる,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，最后一批12万吨粮食已全部运抵。这是我们第三次也是最后一次赈灾，必须确保每一粒粮食都用在刀刃上。,主公，最后一批12万吨粮食已全部运抵。这是我们第三次也是最后一次赈灾，必须确保每一粒粮食都用在刀刃上。,主君、最後の12万トンの食糧が全て到着しました。これが三度目で最後の救済活動となりますので、一粒たりとも無駄にせず、確実に活用しなければなりません。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好，我会立即审阅相关资料并确定最终方案。这不仅是对百姓的责任，也是对我们努力的总结。,好，我会立即审阅相关资料并确定最终方案。这不仅是对百姓的责任，也是对我们努力的总结。,はい、すぐに資料を確認し、最終案を確定します。これは民衆に対する責任でもあり、私たちの努力の集大成でもあります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
诸位，历经三次赈灾，徐州粮荒终得缓解。然不可懈怠，袁术之患犹未根除，悬而未决。,诸位，历经三次赈灾，徐州粮荒终得缓解。然不可懈怠，袁术之患犹未根除，悬而未决。,諸君、三度にわたる救済を経て、徐州の食糧不足はようやく緩和された。しかし油断は禁物だ。袁術の脅威はまだ根絶されておらず、未解決のままである。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公明鉴。粮务虽暂获喘息，袁术暗藏内应之威胁未除。我请数日之期，定当彻查城中隐患，斩断其爪牙！,主公明鉴。粮务虽暂获喘息，袁术暗藏内应之威胁未除。我请数日之期，定当彻查城中隐患，斩断其爪牙！,主君、ご明察を。食糧問題は一時的に落ち着きましたが、袁術の内通者の脅威は未だ消えていません。数日の猶予を頂ければ、城中の危険分子を徹底的に調査し、その手足を断ち切ります！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
诚然，袁术兵强马壮，且与内贼暗通款曲，绝非等闲之辈，宜速根除此患。,诚然，袁术兵强马壮，且与内贼暗通款曲，绝非等闲之辈，宜速根除此患。,確かに、袁術は兵強馬壮で、内通者とも密かに通じている。決して軽視できる相手ではない。速やかにこの禍根を断つべきだ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
请等待糜竺查探城中袁术内应。,请等待糜竺查探城中袁术内应。,糜竺が城内の袁術の内応者を探るのをお待ちください。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
二位，有要事相商。今日我遇一第三方势力，竟是温侯吕布。他声称有意投靠徐州，请求接纳。我暂未明确答复，决定先观察其动向，再做定夺。,二位，有要事相商。今日我遇一第三方势力，竟是温侯吕布。他声称有意投靠徐州，请求接纳。我暂未明确答复，决定先观察其动向，再做定夺。,お二人様、重要な相談がございます。本日、温侯呂布という第三勢力と遭遇いたしました。彼は徐州への帰順を希望し、受け入れを求めて参りました。私は明確な返答を差し控え、まずは彼の動向を観察した上で判断を下すことにいたしました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公英明。虽我军兵源不足，但吕布素有反复无常之名，确实需谨慎评估其真实意图。,主公英明。虽我军兵源不足，但吕布素有反复无常之名，确实需谨慎评估其真实意图。,主公英明。我が軍は兵が不足しておりますが、呂布は変わりやすい性格で知られており、その真意を慎重に見極める必要があります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我亦有此虑。然我以为，还需听听曹豹将军的意见。他镇守北部边境，对局势有更直观的了解。,我亦有此虑。然我以为，还需听听曹豹将军的意见。他镇守北部边境，对局势有更直观的了解。,私もその懸念を抱いておりました。しかし、曹豹将軍の意見を伺うべきかと存じます。彼は北部国境を守備しており、情勢をより直感的に把握しているはずです。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，鉴于泰山诸将叛乱，接纳吕布或不失为良策。其武勇威名可震慑叛军，助主公迅速平定徐州内乱，统一势力。,主公，鉴于泰山诸将叛乱，接纳吕布或不失为良策。其武勇威名可震慑叛军，助主公迅速平定徐州内乱，统一势力。,主君、泰山諸将の反乱を考慮すれば、呂布を受け入れるのも良策かもしれません。その武勇の名声は反乱軍を威圧し、主君が徐州の内乱を迅速に平定し、勢力を統一するのに役立つでしょう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
言之有理。糜竺，你意如何？,言之有理。糜竺，你意如何？,ごもっともです。糜竺、いかがお考えですか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，曹豹将军虽为军事要员，经验丰富，然其乃陶谦旧部，传闻与袁术交好。在对抗袁术时，其立场或不够坚定，且性情急躁，意见恐失偏颇。若主公执意征询，臣等自无异议，但望主公保持警惕。,主公，曹豹将军虽为军事要员，经验丰富，然其乃陶谦旧部，传闻与袁术交好。在对抗袁术时，其立场或不够坚定，且性情急躁，意见恐失偏颇。若主公执意征询，臣等自无异议，但望主公保持警惕。,主君、曹豹将軍は軍事の要職にあり経験豊富ではありますが、元は陶謙の配下で、袁術と親交があるとの噂もあります。袁術との戦いにおいては、その立場が不確かであり、また気性が激しく、意見に偏りがある恐れがあります。もし主君がどうしても彼の意見を求められるのであれば、臣下として異議は申しませんが、どうか警戒を怠らぬようお願い申し上げます。,【无修改】,句式过长口型不匹配；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
我明白诸位的顾虑，然我意已决。曹豹负责边防，其看法或有独到之处，我愿一听。,我明白诸位的顾虑，然我意已决。曹豹负责边防，其看法或有独到之处，我愿一听。,諸君の懸念は理解しておりますが、我が決意は固い。曹豹は辺境防衛を担当しており、その見解には独自のものがあるかもしれぬ。ぜひ聞かせてもらいたい。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
既如此，臣遵主公之意，唯盼主公在听曹豹之议时，多加审慎。,既如此，臣遵主公之意，唯盼主公在听曹豹之议时，多加审慎。,では、臣は主君のご意向に従います。ただ、曹豹の進言を聞かれる際には、どうか慎重にお考えくださいますよう願います。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
曹将军认为，虽说吕布反复无常，但可借其武力加强北部边境防务，借此制约泰山诸将。他建议授予吕布一定自治权，同时派遣亲信将领协同驻守，以实现有效监控与管理。,曹将军认为，虽说吕布反复无常，但可借其武力加强北部边境防务，借此制约泰山诸将。他建议授予吕布一定自治权，同时派遣亲信将领协同驻守，以实现有效监控与管理。,曹将軍は、呂布が気まぐれではあるものの、その武力を利用して北部国境の防衛を強化し、泰山の諸将を牽制できると考えています。彼は呂布に一定の自治権を与えると同時に、信頼できる将軍を派遣して共同で駐屯させ、効果的な監視と管理を実現することを提案しています。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，曹将军此策与我所谋不谋而合。吸纳吕布不仅能震慑泰山诸将，还可迅速平定徐州内乱，使徐州暂归主公统合。此计确实值得深思。,主公，曹将军此策与我所谋不谋而合。吸纳吕布不仅能震慑泰山诸将，还可迅速平定徐州内乱，使徐州暂归主公统合。此计确实值得深思。,主君、曹将軍のこの策は私の考えと一致しております。呂布を迎え入れることで泰山の諸将を威圧できるだけでなく、徐州の内乱を速やかに鎮め、徐州を一時的に主君の統治下に置くことができます。この計略は確かに熟考に値します。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，吕布实力虽强，但其心难测。曹将军之策可行，然需谨慎筹划，制定周密方案，方能确保万无一失。,主公，吕布实力虽强，但其心难测。曹将军之策可行，然需谨慎筹划，制定周密方案，方能确保万无一失。,主君、呂布の実力は確かに強いが、その心は測り難い。曹将軍の策は実行可能ではあるが、慎重に計画を練り、綿密な作戦を立てなければ、万全を期すことはできません。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
既然诸位皆认为此计可行，便依此行事。陈登，你负责拟定吸纳吕布的初步方案；糜竺，你协助监督实施细节，确保无误。,既然诸位皆认为此计可行，便依此行事。陈登，你负责拟定吸纳吕布的初步方案；糜竺，你协助监督实施细节，确保无误。,諸君がこの計略を実行可能と認めるなら、この通りに進めよう。陳登、お前は呂布を迎え入れるための初案を策定せよ。糜竺、お前は実施の細部を監督し、手落ちのないよう補佐せよ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
遵命，主公。,遵命，主公。,承知いたしました、殿。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我定当全力辅佐主公。,我定当全力辅佐主公。,必ず全力で主君を補佐いたします。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
"吕布势力加入,民力上升1000","吕布势力加入,民力上升1000",「呂布勢力が加入、民力が1000上昇」,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
各位，我们先坐下详谈。首先，我想听听你们对当前局势的看法。,各位，我们先坐下详谈。首先，我想听听你们对当前局势的看法。,皆さん、まずは腰を据えて詳しく話し合いましょう。まずは、現在の情勢についての皆さんのご意見を伺いたいと思います。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，袁术虽暂时受挫，但他的威胁并未完全解除。更重要的是，我们需要稳定徐州内部，确保粮食供应和民心安定。,主公，袁术虽暂时受挫，但他的威胁并未完全解除。更重要的是，我们需要稳定徐州内部，确保粮食供应和民心安定。,主君、袁術は一時的に敗北したものの、その脅威は完全には消えていません。さらに重要なのは、徐州内部を安定させ、食糧供給と民心の安定を確保することです。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
确实如此。目前最重要的是安稳好徐州。另外，情报显示吕布与袁术有信件往来，但我们暂时不必过多关注此事。毕竟，我们的兵源支持很大程度上依赖吕布的并州骑兵，我们不能轻易与他撕破脸。,确实如此。目前最重要的是安稳好徐州。另外，情报显示吕布与袁术有信件往来，但我们暂时不必过多关注此事。毕竟，我们的兵源支持很大程度上依赖吕布的并州骑兵，我们不能轻易与他撕破脸。,その通りです。今最も重要なのは徐州を安定させることです。また、情報によると呂布と袁術が書簡をやり取りしているようですが、今のところあまり気にする必要はありません。結局のところ、我々の民力支援は呂布の并州騎兵に大きく依存しており、簡単に彼と対立することはできません。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我明白。现在最重要的确实是稳定内部。以及关于论功行赏一事,我明白。现在最重要的确实是稳定内部。以及关于论功行赏一事,分かりました。今最も重要なのは確かに内部の安定です。それと、論功行賞についての件ですね。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
是否立即论功行赏？,是否立即论功行赏？,すぐに論功行賞を行いますか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
既然如此，立即准备论功行赏，表彰这次行动中的有功之士。这不仅是对他们努力的认可，也能鼓舞士气。,既然如此，立即准备论功行赏，表彰这次行动中的有功之士。这不仅是对他们努力的认可，也能鼓舞士气。,それでは、直ちに論功行賞の準備をし、今回の作戦で功績のあった者たちを表彰しよう。これは彼らの努力に対する認めであるだけでなく、士気を高めることにもなる。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我们可以稍后再论功行赏，现在先把注意力集中在稳定徐州上。等局势更加明朗时再做决定也不迟。,我们可以稍后再论功行赏，现在先把注意力集中在稳定徐州上。等局势更加明朗时再做决定也不迟。,論功行賞は後回しにして、今は徐州の安定に集中しよう。情勢がはっきりしてから判断しても遅くはない。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
接下来，我们要着重处理两件事,接下来，我们要着重处理两件事,次に、私たちは2つのことに重点を置いて取り組む必要があります,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我们必须继续与曹操和袁绍保持紧密联系，期待他们的支援。特别是袁绍，我们需要确保他继续支持我们。糜竺，你负责与他们沟通，争取更多的资源和军事援助。,我们必须继续与曹操和袁绍保持紧密联系，期待他们的支援。特别是袁绍，我们需要确保他继续支持我们。糜竺，你负责与他们沟通，争取更多的资源和军事援助。,我々は引き続き曹操と袁紹との緊密な連携を維持し、彼らの支援を期待しなければならない。特に袁紹については、彼が引き続き我々を支援するよう確実にする必要がある。糜竺よ、お前が彼らとの連絡を担当し、より多くの資源と軍事援助を確保するのだ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
属下明白，定当竭尽全力。,属下明白，定当竭尽全力。,部下は承知しました。全力を尽くします。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
关于吕布的问题，我们需要谨慎处理。虽然他已经部分自治，但我们必须确保他不会成为新的威胁。陈登，你负责监督吕布的动向，并制定进一步巩固击败袁术战果的计划。,关于吕布的问题，我们需要谨慎处理。虽然他已经部分自治，但我们必须确保他不会成为新的威胁。陈登，你负责监督吕布的动向，并制定进一步巩固击败袁术战果的计划。,呂布に関する問題は慎重に対処する必要がある。彼はすでに一定の自治権を得ているが、新たな脅威とならないよう確保しなければならない。陳登、お前は呂布の動向を監視し、袁術討伐の戦果をさらに固める計画を立てるよう命じる。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
属下一定不负所托。我会密切监视吕布，并加强北部边境的防御。,属下一定不负所托。我会密切监视吕布，并加强北部边境的防御。,部下は必ずご期待に応えます。呂布を厳重に監視し、北部国境の防備を強化いたします。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好，那就这样定了。我们必须齐心协力，确保徐州的长治久安。同时，也要为未来,好，那就这样定了。我们必须齐心协力，确保徐州的长治久安。同时，也要为未来,はい、ではそう決まりました。私たちは力を合わせて、徐州の長期的な安定を確保しなければなりません。同時に、将来のことも考えておきましょう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，经过一夜的准备，现在可以召见吕布了。,主公，经过一夜的准备，现在可以召见吕布了。,殿、一夜の準備を経て、今こそ呂布を召見する時が来ました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好，宣他入内。,好，宣他入内。,はい、彼を中に入れよ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
一段时间后，吕布被引进府邸,一段时间后，吕布被引进府邸,しばらくして、呂布は府邸に案内された,しばらくして、呂布は府邸に案内された,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
温侯，远道而来，欢迎之至。,温侯，远道而来，欢迎之至。,温侯、遠路はるばるお越しいただき、誠にありがとうございます。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘使君，我特来投靠，愿为你效力。,刘使君，我特来投靠，愿为你效力。,劉使君、私はわざわざ参りました。どうかお仕えさせてください。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
温侯跋涉而来，辛苦了。请上座。,温侯跋涉而来，辛苦了。请上座。,温侯、遠路はるばるご苦労様でした。どうぞ上座にお座りください。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘使君，布年长几岁，不如今后以兄弟相称，称你一声贤弟如何？,刘使君，布年长几岁，不如今后以兄弟相称，称你一声贤弟如何？,劉使君、私は年上ですから、これからは兄弟のように呼び合い、あなたを賢弟と呼んでもよろしいでしょうか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
温侯如此抬爱，备不胜荣幸。只是军中礼法森严，称呼之事，不如依规矩而行，私下再叙兄弟之情，如何？,温侯如此抬爱，备不胜荣幸。只是军中礼法森严，称呼之事，不如依规矩而行，私下再叙兄弟之情，如何？,温侯のご厚情、備は身に余る光栄です。ただ軍中の礼法は厳格ゆえ、呼称の件は規律に従い、私的な場で兄弟の情を語り合うのはいかがでしょうか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好！刘使君果然谨慎。既如此，今后咱们便是一家人，有何差遣，贤弟但说无妨！,好！刘使君果然谨慎。既如此，今后咱们便是一家人，有何差遣，贤弟但说无妨！,よし！劉使君はさすがに慎重だ。それでは、これからは我々は一家となる。何か用事があれば、遠慮なく言ってくれ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
温侯忠勇无双，天下罕有。备与诸将商议，欲请温侯坐镇边境，掌琅琊至东海防务。另有一要务相托——泰山诸将内乱，亟需平定。若能安定泰山，徐州根基必固。,温侯忠勇无双，天下罕有。备与诸将商议，欲请温侯坐镇边境，掌琅琊至东海防务。另有一要务相托——泰山诸将内乱，亟需平定。若能安定泰山，徐州根基必固。,温侯の忠勇は天下に並ぶ者なし。備は諸将と協議し、温侯に国境を守り、琅琊から東海までの防衛を任せたいと願う。さらに重要な任務がある——泰山の諸将が内乱を起こしており、早急な平定が必要だ。泰山を安定させれば、徐州の基盤は必ず固まるだろう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
贤弟若授布总督军事之权，不出旬月，泰山诸城必尽插刘氏旌旗！,贤弟若授布总督军事之权，不出旬月，泰山诸城必尽插刘氏旌旗！,賢弟よ、もし布が軍事総督の権限を授かるならば、ひと月も経たぬうちに泰山の諸城には必ずや劉氏の旗が立ち並ぶであろう！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好！自今日起，琅琊至东海防务，全权托付与你。,好！自今日起，琅琊至东海防务，全权托付与你。,よし！今日より、琅琊から東海までの防衛は、全て君に任せる。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
多谢贤弟信任！布定不负所托！,多谢贤弟信任！布定不负所托！,賢弟の信頼に感謝！ 布、必ず期待に応える！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
温侯，今日之事已议定，你先回去准备吧。我们会尽快安排具体事宜。,温侯，今日之事已议定，你先回去准备吧。我们会尽快安排具体事宜。,温侯、本日の件は決まりましたので、先に準備を進めてください。具体的な手配は早急に行います。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
贤弟，布告辞了！我必不负重望！,贤弟，布告辞了！我必不负重望！,賢弟、布はこれにて失礼する！必ず期待に応える所存だ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
温侯慢走，一路保重。,温侯慢走，一路保重。,温侯、お気をつけて。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备待吕布离开后，回到座位，对糜竺和陈登低声说道,刘备待吕布离开后，回到座位，对糜竺和陈登低声说道,劉備は呂布が去った後、席に戻り、糜竺と陳登に小声で言った。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
务必严密监视，不可有丝毫松懈。让他尽快和我一起解决泰山诸将内乱问题,务必严密监视，不可有丝毫松懈。让他尽快和我一起解决泰山诸将内乱问题,厳重に監視し、少しの油断も許さないこと。彼と共に泰山の諸将の内乱問題を早急に解決するよう取り計らえ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
属下明白，定当竭尽全力。,属下明白，定当竭尽全力。,部下は承知しました。全力を尽くします。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
从现在开始，刘备可以通过召见手下，召见吕布，从其获取资源，或者赏赐提升其好感度,从现在开始，刘备可以通过召见手下，召见吕布，从其获取资源，或者赏赐提升其好感度,これから、劉備は配下を召見して呂布を呼び出し、資源を得たり、褒美を与えて好感度を上げることができます,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
(在城中混乱状况时，我需要和我的手下陈登和糜竺咨询情况),(在城中混乱状况时，我需要和我的手下陈登和糜竺咨询情况),（城内の混乱状況において、私は部下の陳登と糜竺に相談する必要がある）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
答应,答应,承知,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
拒绝,拒绝,拒否,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
今日徐州得安，全赖诸君同心。奉先将军威震泰山，臧霸等辈俯首，实乃天佑汉室！,今日徐州得安，全赖诸君同心。奉先将军威震泰山，臧霸等辈俯首，实乃天佑汉室！,今日の徐州の安泰は、皆の心を一つにしたおかげである。奉先将軍の威は泰山をも震わし、臧霸らは平伏した。まさに漢室に天の加護あれ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
此话非也，丹阳兵归心、泰山诸将俯首，此皆玄德公以诚待人之果！,此话非也，丹阳兵归心、泰山诸将俯首，此皆玄德公以诚待人之果！,いや、丹陽兵が心を寄せ、泰山の諸将が頭を垂れるのは、全て玄徳公が誠意をもって人に接した結果だ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公仁德布于四海，臧霸等辈慑于威名而降，徐州自此可安矣！,主公仁德布于四海，臧霸等辈慑于威名而降，徐州自此可安矣！,主君の仁徳は天下に広まり、臧霸らはその威名に恐れをなして降伏した。これより徐州は安泰となろう！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
正当众人欢声笑语时，刘备猛地察觉到了什么...,正当众人欢声笑语时，刘备猛地察觉到了什么...,一同が笑い楽しんでいると、劉備は突然何かに気づいた…,一同が笑い楽しんでいると、劉備は突然何かに気づいた…,标点格式；原译评分8/10；日语玩家感受：基本自然，只会注意到少量格式或用词问题。
(不对，徐州还没有安全，臧霸远在琅琊，纵有异心，如何能瞬息作乱城中？若城中无人接应，岂能成事……),(不对，徐州还没有安全，臧霸远在琅琊，纵有异心，如何能瞬息作乱城中？若城中无人接应，岂能成事……),（いや、徐州はまだ安全ではない。臧覇は遠く琅琊におり、異心があったとしても、どうして瞬時に城内で乱を起こせようか？城内に内応者がいなければ、事を成すことなどできまい…）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
报，袁术大军已破淮浦，前锋距下邳不足百里！,报，袁术大军已破淮浦，前锋距下邳不足百里！,急報、袁術軍が淮浦を陥落させ、先鋒部隊は下邳まで百里も離れていません！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好个声东击西！袁公路若无人通风报信，安能直插腹地？元龙，速查何人擅调淮浦守军！,好个声东击西！袁公路若无人通风报信，安能直插腹地？元龙，速查何人擅调淮浦守军！,見事な陽動作戦だ！袁公路に内通者がいなければ、どうして我が本拠地まで攻め込めるというのか？元龍、急いで淮浦の守備隊を勝手に動かした者を調べよ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
是因我而调度，此前，为了更好控制泰山诸将调动的，怎奈袁术今日来犯，玄德公莫不是疑我？,是因我而调度，此前，为了更好控制泰山诸将调动的，怎奈袁术今日来犯，玄德公莫不是疑我？,私の采配によるものだ。以前より泰山の諸将の動きを掌握しやすくするためであったが、袁術が今攻めてきた。玄徳公は私を疑っているのか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
因为主线事件触发，吕布忠诚度下降30,因为主线事件触发，吕布忠诚度下降30,メインイベントが発生したため、呂布の忠誠度が30低下しました,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
奉先多虑了。传令三军——明日淮阴列阵，迎击袁术！,奉先多虑了。传令三军——明日淮阴列阵，迎击袁术！,奉先、ご心配には及びません。全軍に伝えよ——明日、淮陰に陣を敷き、袁術を迎え撃つ！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
你需要在军事行动中取得9次胜利..,你需要在军事行动中取得9次胜利..,軍事行動で9回の勝利を収める必要があります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
今日召二位共议赋税。徐州初定，粮赋艰难，陶公遗泽未散，备代管此地，非为己利。陶商、陶应，你二人若能历练成才，待乱平，徐州自当归还。赋税之事，备欲托以重任，二位可有良策？,今日召二位共议赋税。徐州初定，粮赋艰难，陶公遗泽未散，备代管此地，非为己利。陶商、陶应，你二人若能历练成才，待乱平，徐州自当归还。赋税之事，备欲托以重任，二位可有良策？,今日はお二人を召して税制について相談したい。徐州は平定されたばかりで、税収も厳しい状況だ。陶謙公の遺徳はまだ消えていない。私はこの地を預かっているが、私利私欲のためではない。陶商、陶応、お二人が立派に成長し、乱が治まったら、徐州は自然とお返しするつもりだ。税制については、お二人に重任を託したいと考えている。何か良い策はあるか？,【无修改】,句式过长口型不匹配；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
将军厚恩！我父在时，赋税依田亩而定，今粮少，可减小户负担，聚民心。我愿为将军效力！,将军厚恩！我父在时，赋税依田亩而定，今粮少，可减小户负担，聚民心。我愿为将军效力！,将軍のご厚恩に感謝申し上げます！父の時代には税は田畑の面積に応じて決められておりましたが、今は食糧が不足しております。小作人の負担を減らし、民心を集めるべきです。私は将軍のために力を尽くす所存でございます！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
兄长言之有理，将军若信我等，我兄弟愿献家财，助粮仓充实，报将军栽培之恩！,兄长言之有理，将军若信我等，我兄弟愿献家财，助粮仓充实，报将军栽培之恩！,兄上のおっしゃる通りでございます。将軍様が我々を信じてくださるなら、兄弟で家財を献上し、兵糧庫を充実させ、将軍様のご恩に報いたいと存じます！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公且慢！陶氏年少无知，减税空话何益？各大族的佃户若闻小户减赋，必然不平，粮仓未满先乱民心，这重任怎担得起？徐州派自有稳妥之法，何须他们插手！,主公且慢！陶氏年少无知，减税空话何益？各大族的佃户若闻小户减赋，必然不平，粮仓未满先乱民心，这重任怎担得起？徐州派自有稳妥之法，何须他们插手！,主君、お待ちください！陶氏は若輩で無知ゆえ、減税の空約束など何の益もありません。各大族の小作人たちが小作料の減免を聞けば、必ずや不満を抱き、糧倉が満たされる前に民心が乱れます。この重責をどう担えましょうか？徐州派には確かな方法があります。彼らに口出しさせる必要などございません！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
